"dataset","protocol","species","tissue.type","n_samples","n_genes","n_classes","max_class_perc","min_class_perc","measure",method,score
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","mctsne",0.675811012918467
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","nmf",0.731852463832122
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","nmf2",0.330464196097576
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","nsnmf",0.309580348887948
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","pca",0.472051103767485
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","phate",0.76554768979832
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","pmf",0.579082689012962
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","psmf",0.562258853309521
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","saucie",-0.344482353787709
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","snmf",0.724692382220556
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","spca",0.494551036089798
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","spca.batch",0.518299850361754
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","spectral",0.662568269133814
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","srp",0.381487256181703
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","tsvd",0.468423887390392
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","umap",0.71681758456488
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","vasc",0.609797828915045
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","vpac",1
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"vrc","zifa",0.542844670288241
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","bd",0.755941253431525
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","fa",0.697710164938876
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","fica",0.698208695897719
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","grp",0.00361164553700458
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","icm",0.710342524312947
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","ipca",0.0869138961634168
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","isomap",0.613933606340207
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","ivis",0.698287307375786
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","kpca.cos",0.765109921082311
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","kpca.pol",0.549308592402253
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","kpca.rbf",0.680563962084048
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","lda",0.86457416457631
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","lle",0.55586616358251
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","lsnmf",0.754310657539008
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","mctsne",0.685583476335124
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","nmf",0.835167275056598
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","nmf2",0.0877240420269665
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","nsnmf",0.0963173868710649
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","pca",0.69820869917182
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","phate",0.80598583046305
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","pmf",0.429213463234165
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","psmf",0.598887426946887
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","saucie",-0.210284512041164
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","snmf",0.758086423404028
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","spca",0.664879006849796
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","spca.batch",0.687108099744037
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","spectral",0.819506480791466
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","srp",0
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","tsvd",0.734715575752732
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","umap",0.749922363659852
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","vasc",0.788934942199663
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","vpac",1
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_seu","zifa",0.689047707728111
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","bd",0.515478832908346
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","fa",0.736623512456734
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","fica",0.737095024446914
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","grp",0.109505334906366
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","icm",0.809166336179088
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","ipca",0
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","isomap",0.682343818338397
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","ivis",0.726069825884614
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","kpca.cos",0.804769743747657
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","kpca.pol",0.580774655611232
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","kpca.rbf",0.724107450572674
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","lda",0.963302590946081
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","lle",0.598964794093606
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","lsnmf",0.831743350165681
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","mctsne",0.713966378219133
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","nmf",0.855989062464358
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","nmf2",0.256376816571614
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","nsnmf",0.249232515607903
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","pca",0.704517186601894
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","phate",0.813154906464592
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","pmf",0.486672177644346
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","psmf",0.741484005708205
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","saucie",-0.0920881830578362
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","snmf",0.793855262340328
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","spca",0.739780372125178
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","spca.batch",0.743789974610836
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","spectral",0.836708370153743
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","srp",0.107926562569488
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","tsvd",0.718833290224089
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","umap",0.744515991445217
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","vasc",0.811344272514679
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","vpac",1
"li","SMARTer","human","colorectal tumor",561,55186,9,0.171123,0.04099822,"ss_euc","zifa",0.740357425674634
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","bd",0.765642433832584
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","fa",0.53291333099984
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","fica",0.277100178960523
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","grp",0
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","icm",0.575619777127391
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","ipca",0.103722497041933
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","isomap",0.290820068513959
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","ivis",0.572487877080861
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","kpca.cos",0.43102405478052
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","kpca.pol",0.277889462930381
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","kpca.rbf",0.25233555070499
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","lda",0.619663735164276
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","lle",0.506221301670956
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","lsnmf",0.318212956133071
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","mctsne",0.448709966645851
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","nmf",0.560305000988151
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","nmf2",0.292320883136461
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","nsnmf",0.402251242195396
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","pca",0.298096889098208
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","phate",1
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","pmf",0.558282515421162
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","psmf",0.529999973541672
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","saucie",-1.06659125126923
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","snmf",0.565515308058776
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","spca",0.29408758561917
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","spca.batch",0.33690573987126
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","spectral",0.50570803619724
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","srp",0.0277579282576959
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","tsvd",0.325381574110305
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","umap",0.515383548975162
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","vasc",0.404348281749253
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","vpac",0.828381181439853
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"vrc","zifa",0.4589872501578
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","bd",0.836080438445634
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","fa",0.82624108423884
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","fica",0.979411626763969
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","grp",0.569981701414628
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","icm",0.863262694628405
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","ipca",0.558400228776836
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","isomap",0.408587200466747
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","ivis",0.710525436180734
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","kpca.cos",0.963512964981757
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","kpca.pol",0.473344831993167
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","kpca.rbf",0.700457927978774
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","lda",0.726915882346352
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","lle",0
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","lsnmf",0.546545166972808
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","mctsne",0.0999629884232946
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","nmf",1
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","nmf2",0.38085304279224
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","nsnmf",0.520355249770859
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","pca",0.983670493390294
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","phate",0.866118401140406
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","pmf",0.645876707162357
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","psmf",0.446787826317094
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","saucie",-0.0187739559399238
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","snmf",0.96928739461092
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","spca",0.987543986480659
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","spca.batch",0.672364642393019
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","spectral",0.318315639415371
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","srp",0.551748216868995
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","tsvd",0.971487724490451
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","umap",0.102538601216514
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","vasc",0.710525436180734
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","vpac",0.574676746885328
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_seu","zifa",0.484678340085962
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_euc","bd",0.382936961917046
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_euc","fa",0.804299065214392
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_euc","fica",0.943415193220708
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_euc","grp",0.570406556990887
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_euc","icm",0.882711868278011
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_euc","ipca",0.202794935551847
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_euc","isomap",0.382286908866561
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_euc","ivis",0.699386247905872
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_euc","kpca.cos",0.848158286374259
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_euc","kpca.pol",0.265816540694129
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_euc","kpca.rbf",0.764397141959136
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_euc","lda",1
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_euc","lle",0.0545454320451397
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_euc","lsnmf",0.550737597984805
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_euc","mctsne",0.0903196364647606
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_euc","nmf",0.861755756748969
"manno_human","STRT-Seq UMI","human","brain",4029,20560,56,0.06999255,0.001241003,"ss_euc","nmf2",0.351742950327911
